bin_id,timestamp,day_of_week,hour,previous_waste_level,temperature,rainfall,collection_history_hours,waste_type,waste_level
BIN-116,2026-09-12T02:00:00,5,2,48,8.2,0.0,35,GENERAL,61
BIN-101,2026-09-21T15:00:00,0,15,20,22.3,0.0,28,ORGANIC,53
BIN-102,2026-09-05T02:00:00,5,2,43,8.5,1.9,43,ELECTRONIC,55
BIN-110,2026-09-16T14:00:00,2,14,19,23.3,0.0,32,HAZARDOUS,59
BIN-116,2026-09-11T11:00:00,4,11,69,18.9,0.0,11,ELECTRONIC,83
BIN-119,2026-09-22T01:00:00,1,1,50,8.3,0.0,40,HAZARDOUS,62
BIN-105,2026-09-19T04:00:00,5,4,8,9.1,0.0,23,GENERAL,16
BIN-113,2026-09-03T09:00:00,3,9,50,16.7,1.1,23,HAZARDOUS,69
BIN-103,2026-09-20T18:00:00,6,18,19,18.4,1.5,20,ORGANIC,60
BIN-115,2026-09-15T08:00:00,1,8,70,16.6,0.0,37,HAZARDOUS,99
BIN-111,2026-09-09T09:00:00,2,9,46,17.4,0.0,25,ELECTRONIC,64
BIN-104,2026-09-16T01:00:00,2,1,68,7.3,0.0,22,RECYCLABLE,72
BIN-112,2026-09-22T00:00:00,1,0,68,8.6,0.0,13,HAZARDOUS,80
BIN-103,2026-09-19T06:00:00,5,6,41,10.1,0.0,14,ELECTRONIC,42
BIN-120,2026-09-17T04:00:00,3,4,17,8.4,0.0,46,ORGANIC,33
BIN-119,2026-09-18T10:00:00,4,10,59,17.8,0.0,31,ELECTRONIC,83
BIN-110,2026-09-10T13:00:00,3,13,30,22.4,0.0,21,ELECTRONIC,56
BIN-117,2026-09-11T00:00:00,4,0,7,8.6,0.0,12,ELECTRONIC,17
BIN-122,2026-09-21T20:00:00,0,20,73,16.2,0.0,18,HAZARDOUS,98
BIN-114,2026-09-21T06:00:00,0,6,12,11.1,0.0,47,ELECTRONIC,24
BIN-122,2026-09-17T15:00:00,3,15,57,22.0,0.0,28,GENERAL,88
BIN-103,2026-09-14T20:00:00,0,20,39,16.3,0.0,27,RECYCLABLE,74
BIN-113,2026-09-06T10:00:00,6,10,29,17.1,0.0,10,ORGANIC,43
BIN-110,2026-09-11T05:00:00,4,5,60,9.0,0.0,36,HAZARDOUS,69
BIN-101,2026-09-06T20:00:00,6,20,75,13.7,0.0,43,GENERAL,100
BIN-124,2026-09-11T16:00:00,4,16,15,21.2,0.0,4,ORGANIC,23
BIN-112,2026-09-15T15:00:00,1,15,22,21.7,0.0,26,ORGANIC,55
BIN-117,2026-09-21T05:00:00,0,5,72,8.4,0.0,34,ORGANIC,84
BIN-111,2026-09-08T08:00:00,1,8,54,16.2,0.0,48,ELECTRONIC,94
BIN-114,2026-09-05T23:00:00,5,23,27,8.2,0.0,7,RECYCLABLE,30
BIN-102,2026-09-11T19:00:00,4,19,19,16.3,0.0,24,ELECTRONIC,52
BIN-122,2026-09-06T14:00:00,6,14,51,22.9,0.0,10,GENERAL,68
BIN-120,2026-09-02T01:00:00,2,1,35,6.3,0.0,45,ORGANIC,53
BIN-121,2026-09-21T18:00:00,0,18,20,19.1,0.0,44,GENERAL,96
BIN-113,2026-09-21T02:00:00,0,2,16,8.7,0.0,20,GENERAL,23
BIN-110,2026-09-05T19:00:00,5,19,45,18.6,0.0,29,RECYCLABLE,82
BIN-103,2026-09-18T21:00:00,4,21,57,14.6,0.0,31,HAZARDOUS,97
BIN-114,2026-09-20T00:00:00,6,0,38,8.1,0.0,11,ORGANIC,49
BIN-124,2026-09-08T07:00:00,1,7,8,14.0,0.0,45,HAZARDOUS,43
BIN-106,2026-09-14T18:00:00,0,18,22,17.0,0.0,42,HAZARDOUS,76
BIN-104,2026-09-04T16:00:00,4,16,21,23.3,0.0,34,RECYCLABLE,50
BIN-111,2026-09-10T23:00:00,3,23,22,8.4,0.0,48,HAZARDOUS,62
BIN-107,2026-09-03T03:00:00,3,3,28,6.8,0.0,24,HAZARDOUS,31
BIN-119,2026-09-06T02:00:00,6,2,34,8.6,0.0,2,ORGANIC,35
BIN-106,2026-09-02T09:00:00,2,9,59,17.5,4.3,40,HAZARDOUS,95
BIN-106,2026-09-21T12:00:00,0,12,6,22.8,0.0,8,ELECTRONIC,18
BIN-122,2026-09-11T21:00:00,4,21,31,11.7,0.0,15,ORGANIC,59
BIN-109,2026-09-07T11:00:00,0,11,21,20.4,0.0,25,HAZARDOUS,54
BIN-124,2026-09-15T18:00:00,1,18,28,18.6,1.3,27,RECYCLABLE,66
BIN-109,2026-09-06T08:00:00,6,8,36,14.5,0.0,29,ELECTRONIC,59
BIN-105,2026-09-19T22:00:00,5,22,55,11.7,0.0,45,GENERAL,100
BIN-123,2026-09-10T08:00:00,3,8,14,13.4,1.5,17,ELECTRONIC,29
BIN-120,2026-09-21T08:00:00,0,8,10,13.0,0.0,46,ELECTRONIC,51
BIN-113,2026-09-07T18:00:00,0,18,52,17.5,0.0,43,HAZARDOUS,100
BIN-106,2026-09-12T01:00:00,5,1,64,5.8,0.0,22,HAZARDOUS,70
BIN-117,2026-09-10T13:00:00,3,13,19,22.0,0.0,17,RECYCLABLE,37
BIN-109,2026-09-17T06:00:00,3,6,41,12.6,0.0,28,GENERAL,50
BIN-125,2026-09-21T02:00:00,0,2,45,6.7,3.3,34,GENERAL,54
BIN-118,2026-09-19T12:00:00,5,12,29,20.5,0.0,4,HAZARDOUS,34
BIN-102,2026-09-11T08:00:00,4,8,64,14.7,0.0,11,GENERAL,76
BIN-112,2026-09-16T11:00:00,2,11,63,20.6,0.0,32,ELECTRONIC,100
BIN-105,2026-09-03T23:00:00,3,23,31,10.8,0.8,6,GENERAL,37
BIN-122,2026-09-13T19:00:00,6,19,5,17.2,0.0,38,RECYCLABLE,54
BIN-114,2026-09-20T23:00:00,6,23,68,10.1,0.0,16,ORGANIC,90
BIN-122,2026-09-03T22:00:00,3,22,18,12.3,0.4,24,HAZARDOUS,38
BIN-123,2026-09-15T09:00:00,1,9,39,17.4,4.4,30,HAZARDOUS,63
BIN-111,2026-09-21T13:00:00,0,13,32,24.2,0.0,9,ELECTRONIC,41
BIN-110,2026-09-08T05:00:00,1,5,14,9.5,0.0,48,ORGANIC,32
BIN-108,2026-09-21T22:00:00,0,22,7,12.4,3.5,6,HAZARDOUS,14
BIN-110,2026-09-15T03:00:00,1,3,43,7.2,0.0,8,RECYCLABLE,45
BIN-122,2026-09-14T04:00:00,0,4,17,9.4,0.0,23,RECYCLABLE,21
BIN-116,2026-09-10T20:00:00,3,20,39,15.3,0.0,31,HAZARDOUS,79
BIN-120,2026-09-05T07:00:00,5,7,59,11.3,0.0,41,HAZARDOUS,89
BIN-115,2026-09-15T18:00:00,1,18,24,20.7,0.0,42,RECYCLABLE,78
BIN-115,2026-09-10T15:00:00,3,15,43,21.3,4.1,31,ORGANIC,82
BIN-108,2026-09-12T11:00:00,5,11,11,20.9,0.0,19,HAZARDOUS,34
BIN-114,2026-09-03T08:00:00,3,8,37,14.4,0.0,43,HAZARDOUS,72
BIN-125,2026-09-12T01:00:00,5,1,64,6.0,1.8,8,ORGANIC,70
BIN-110,2026-09-08T00:00:00,1,0,63,9.1,0.0,47,ELECTRONIC,100
BIN-109,2026-09-08T14:00:00,1,14,28,21.3,0.0,14,RECYCLABLE,46
BIN-114,2026-09-12T17:00:00,5,17,55,19.1,2.1,1,ORGANIC,59
BIN-123,2026-09-09T23:00:00,2,23,67,8.6,0.0,47,ELECTRONIC,100
BIN-123,2026-09-15T17:00:00,1,17,16,19.2,0.5,20,HAZARDOUS,31
BIN-101,2026-09-16T04:00:00,2,4,31,8.0,1.1,2,RECYCLABLE,34
BIN-118,2026-09-05T09:00:00,5,9,64,15.7,0.0,20,ORGANIC,86
BIN-104,2026-09-04T21:00:00,4,21,61,14.8,0.0,48,RECYCLABLE,100
BIN-107,2026-09-07T14:00:00,0,14,11,22.3,3.8,26,ELECTRONIC,45
BIN-114,2026-09-10T04:00:00,3,4,75,10.1,1.8,48,HAZARDOUS,85
BIN-122,2026-09-20T15:00:00,6,15,12,22.8,0.0,15,HAZARDOUS,24
BIN-111,2026-09-13T03:00:00,6,3,58,8.8,2.8,18,ORGANIC,65
BIN-114,2026-09-01T18:00:00,1,18,29,18.9,0.0,19,RECYCLABLE,52
BIN-117,2026-09-06T00:00:00,6,0,48,9.8,0.0,44,ELECTRONIC,83
BIN-110,2026-09-16T18:00:00,2,18,51,20.2,0.0,27,HAZARDOUS,84
BIN-106,2026-09-14T14:00:00,0,14,16,23.7,0.9,19,RECYCLABLE,40
BIN-114,2026-09-21T10:00:00,0,10,35,17.8,0.1,20,HAZARDOUS,51
BIN-109,2026-09-08T22:00:00,1,22,69,9.1,1.9,12,RECYCLABLE,79
BIN-108,2026-09-11T17:00:00,4,17,50,21.7,0.0,22,GENERAL,73
BIN-118,2026-09-07T00:00:00,0,0,70,8.5,0.2,45,RECYCLABLE,100
BIN-125,2026-09-03T16:00:00,3,16,18,23.2,0.5,40,ORGANIC,66
BIN-121,2026-09-03T20:00:00,3,20,25,15.9,0.0,24,RECYCLABLE,56
BIN-104,2026-09-04T14:00:00,4,14,22,21.5,0.0,22,GENERAL,58
BIN-114,2026-09-17T17:00:00,3,17,65,20.0,0.0,16,ORGANIC,86
BIN-125,2026-09-10T04:00:00,3,4,36,6.7,0.0,41,GENERAL,50
BIN-114,2026-09-18T03:00:00,4,3,59,6.9,0.0,9,RECYCLABLE,58
BIN-122,2026-09-09T01:00:00,2,1,23,8.4,0.0,29,ORGANIC,34
BIN-117,2026-09-21T11:00:00,0,11,48,19.9,0.0,6,ORGANIC,60
BIN-125,2026-09-02T02:00:00,2,2,12,8.9,0.0,37,RECYCLABLE,21
BIN-122,2026-09-20T00:00:00,6,0,58,7.7,0.0,19,ELECTRONIC,72
BIN-124,2026-09-08T00:00:00,1,0,40,9.7,0.0,1,GENERAL,41
BIN-105,2026-09-16T06:00:00,2,6,31,12.6,0.0,29,HAZARDOUS,37
BIN-112,2026-09-20T06:00:00,6,6,43,9.3,0.0,13,HAZARDOUS,45
BIN-113,2026-09-16T19:00:00,2,19,74,16.2,2.5,34,RECYCLABLE,100
BIN-106,2026-09-01T19:00:00,1,19,38,16.0,0.0,35,ORGANIC,100
BIN-124,2026-09-10T08:00:00,3,8,12,16.4,0.0,8,ELECTRONIC,18
BIN-125,2026-09-15T05:00:00,1,5,43,9.6,1.5,29,ORGANIC,54
BIN-108,2026-09-18T12:00:00,4,12,73,23.3,0.0,37,ELECTRONIC,100
BIN-123,2026-09-13T13:00:00,6,13,53,22.8,0.0,46,RECYCLABLE,100
BIN-111,2026-09-12T08:00:00,5,8,51,14.8,1.9,13,ELECTRONIC,62
BIN-114,2026-09-20T06:00:00,6,6,32,10.8,0.0,31,RECYCLABLE,40
BIN-117,2026-09-09T22:00:00,2,22,71,12.1,0.0,36,ELECTRONIC,98
BIN-115,2026-09-16T00:00:00,2,0,58,9.4,0.6,47,HAZARDOUS,95
BIN-123,2026-09-11T02:00:00,4,2,70,8.5,1.0,46,RECYCLABLE,79
BIN-118,2026-09-09T05:00:00,2,5,57,7.8,0.0,39,ORGANIC,72
BIN-110,2026-09-02T04:00:00,2,4,20,7.6,0.0,10,ELECTRONIC,22
BIN-105,2026-09-04T08:00:00,4,8,11,16.7,0.0,27,ELECTRONIC,35
BIN-110,2026-09-05T22:00:00,5,22,67,9.0,0.0,48,RECYCLABLE,100
BIN-116,2026-09-13T13:00:00,6,13,62,24.3,0.0,37,GENERAL,100
BIN-116,2026-09-19T03:00:00,5,3,22,7.3,0.0,9,ELECTRONIC,23
BIN-124,2026-09-08T06:00:00,1,6,57,10.5,0.0,40,ORGANIC,72
BIN-111,2026-09-12T20:00:00,5,20,61,15.9,0.0,43,ORGANIC,100
BIN-119,2026-09-14T18:00:00,0,18,20,19.6,4.3,36,GENERAL,82
BIN-118,2026-09-13T15:00:00,6,15,71,21.5,0.0,37,ORGANIC,100
BIN-118,2026-09-05T04:00:00,5,4,31,7.1,0.0,18,ORGANIC,37
BIN-119,2026-09-10T19:00:00,3,19,46,16.7,3.9,35,ORGANIC,100
BIN-114,2026-09-01T20:00:00,1,20,53,14.0,0.4,21,ELECTRONIC,81
BIN-106,2026-09-07T10:00:00,0,10,37,20.1,4.3,12,RECYCLABLE,48
BIN-111,2026-09-05T04:00:00,5,4,12,7.3,0.6,46,ORGANIC,29
BIN-111,2026-09-06T20:00:00,6,20,11,13.8,0.0,8,HAZARDOUS,20
BIN-125,2026-09-12T02:00:00,5,2,39,5.2,0.0,8,HAZARDOUS,40
BIN-114,2026-09-02T17:00:00,2,17,57,21.2,0.0,2,HAZARDOUS,61
BIN-119,2026-09-15T17:00:00,1,17,21,19.9,0.0,16,ORGANIC,41
BIN-103,2026-09-19T09:00:00,5,9,23,16.6,0.0,14,ELECTRONIC,35
BIN-114,2026-09-21T20:00:00,0,20,10,13.0,0.0,29,ELECTRONIC,46
BIN-120,2026-09-07T12:00:00,0,12,12,23.7,0.0,1,RECYCLABLE,11
BIN-113,2026-09-08T19:00:00,1,19,70,16.2,2.4,38,RECYCLABLE,100
BIN-103,2026-09-07T17:00:00,0,17,20,22.0,0.0,26,ORGANIC,55
BIN-107,2026-09-14T08:00:00,0,8,48,15.5,0.0,21,ELECTRONIC,65
BIN-123,2026-09-10T23:00:00,3,23,46,8.7,0.0,16,GENERAL,63
BIN-123,2026-09-04T04:00:00,4,4,65,6.1,0.8,39,ORGANIC,79
BIN-118,2026-09-20T10:00:00,6,10,73,17.3,0.0,26,HAZARDOUS,93
BIN-122,2026-09-10T19:00:00,3,19,53,18.4,0.0,23,ORGANIC,96
BIN-106,2026-09-19T05:00:00,5,5,64,8.8,0.0,8,ORGANIC,67
BIN-122,2026-09-20T23:00:00,6,23,16,10.6,0.0,13,GENERAL,28
BIN-123,2026-09-06T01:00:00,6,1,51,5.4,0.0,32,RECYCLABLE,58
BIN-101,2026-09-05T12:00:00,5,12,40,22.2,0.0,8,HAZARDOUS,48
BIN-118,2026-09-05T11:00:00,5,11,27,18.9,0.3,44,ELECTRONIC,84
BIN-108,2026-09-20T03:00:00,6,3,40,6.0,0.0,47,ELECTRONIC,53
BIN-123,2026-09-15T19:00:00,1,19,37,17.8,0.0,40,ELECTRONIC,90
BIN-122,2026-09-21T10:00:00,0,10,60,20.4,0.0,21,ORGANIC,86
BIN-104,2026-09-15T20:00:00,1,20,68,14.4,0.0,30,ELECTRONIC,100
BIN-109,2026-09-20T22:00:00,6,22,62,10.3,0.0,35,HAZARDOUS,90
BIN-111,2026-09-03T01:00:00,3,1,33,9.2,0.0,2,ELECTRONIC,35
BIN-106,2026-09-08T08:00:00,1,8,17,13.1,0.0,5,GENERAL,23
BIN-101,2026-09-13T23:00:00,6,23,36,7.8,0.0,17,GENERAL,54
BIN-111,2026-09-12T10:00:00,5,10,61,20.1,0.0,5,RECYCLABLE,65
BIN-119,2026-09-03T23:00:00,3,23,9,8.9,0.0,4,ORGANIC,13
BIN-102,2026-09-20T22:00:00,6,22,43,11.4,0.0,4,HAZARDOUS,44
BIN-104,2026-09-15T18:00:00,1,18,11,18.2,0.0,36,ORGANIC,83
BIN-108,2026-09-19T18:00:00,5,18,6,18.8,0.0,43,ELECTRONIC,63
BIN-114,2026-09-20T02:00:00,6,2,17,6.4,0.0,40,ELECTRONIC,27
BIN-111,2026-09-13T20:00:00,6,20,18,13.0,0.0,7,RECYCLABLE,25
BIN-119,2026-09-18T04:00:00,4,4,21,8.6,0.0,37,RECYCLABLE,28
BIN-115,2026-09-05T07:00:00,5,7,10,11.2,0.0,9,RECYCLABLE,18
BIN-114,2026-09-12T06:00:00,5,6,74,12.1,1.4,20,GENERAL,80
BIN-101,2026-09-12T09:00:00,5,9,23,15.3,0.0,43,ELECTRONIC,59
BIN-118,2026-09-19T15:00:00,5,15,49,21.5,0.0,28,ORGANIC,85
BIN-111,2026-09-05T08:00:00,5,8,64,15.4,0.0,45,HAZARDOUS,99
BIN-119,2026-09-13T09:00:00,6,9,43,16.7,2.0,40,GENERAL,87
BIN-108,2026-09-20T23:00:00,6,23,33,10.1,0.0,41,ORGANIC,82
BIN-107,2026-09-06T10:00:00,6,10,47,20.2,0.0,48,HAZARDOUS,84
BIN-101,2026-09-09T01:00:00,2,1,50,5.4,1.3,5,ORGANIC,54
BIN-107,2026-09-14T19:00:00,0,19,10,19.0,1.3,24,ELECTRONIC,42
BIN-106,2026-09-08T13:00:00,1,13,27,21.5,1.2,16,ELECTRONIC,49
BIN-104,2026-09-01T18:00:00,1,18,19,18.4,0.0,25,RECYCLABLE,50
BIN-112,2026-09-15T10:00:00,1,10,60,20.5,0.6,34,RECYCLABLE,88
BIN-105,2026-09-18T06:00:00,4,6,73,10.5,0.0,13,RECYCLABLE,73
BIN-108,2026-09-20T23:00:00,6,23,29,10.8,0.0,40,ORGANIC,75
BIN-105,2026-09-08T07:00:00,1,7,40,14.4,0.0,4,RECYCLABLE,46
BIN-107,2026-09-16T20:00:00,2,20,13,13.7,0.0,31,ORGANIC,73
BIN-121,2026-09-17T08:00:00,3,8,68,15.1,3.2,24,ELECTRONIC,87
BIN-116,2026-09-11T10:00:00,4,10,56,19.6,0.0,38,GENERAL,97
BIN-121,2026-09-02T02:00:00,2,2,30,6.8,0.0,15,RECYCLABLE,34
BIN-113,2026-09-13T12:00:00,6,12,37,22.1,0.4,24,RECYCLABLE,70
BIN-115,2026-09-12T09:00:00,5,9,10,16.9,0.0,15,GENERAL,25
BIN-114,2026-09-09T04:00:00,2,4,39,7.6,1.1,21,HAZARDOUS,45
BIN-121,2026-09-02T22:00:00,2,22,42,12.4,0.0,6,GENERAL,47
BIN-108,2026-09-03T10:00:00,3,10,51,17.2,0.0,5,ORGANIC,55
BIN-107,2026-09-15T17:00:00,1,17,43,21.6,0.0,17,GENERAL,62
BIN-120,2026-09-04T06:00:00,4,6,6,12.1,0.0,17,ELECTRONIC,9
BIN-112,2026-09-18T00:00:00,4,0,6,8.0,0.0,26,HAZARDOUS,27
BIN-113,2026-09-06T04:00:00,6,4,31,8.0,0.0,47,RECYCLABLE,42
BIN-118,2026-09-17T11:00:00,3,11,64,20.0,3.8,47,HAZARDOUS,100
BIN-114,2026-09-05T19:00:00,5,19,8,16.6,0.0,29,HAZARDOUS,47
BIN-105,2026-09-07T20:00:00,0,20,50,14.4,0.0,32,ORGANIC,100
BIN-125,2026-09-16T01:00:00,2,1,46,7.6,0.0,20,ELECTRONIC,49
BIN-102,2026-09-21T00:00:00,0,0,47,8.3,0.0,10,RECYCLABLE,57
BIN-113,2026-09-09T11:00:00,2,11,13,20.8,0.5,26,RECYCLABLE,46
BIN-119,2026-09-21T20:00:00,0,20,43,13.4,2.5,41,HAZARDOUS,99
BIN-116,2026-09-01T21:00:00,1,21,13,14.6,0.0,13,RECYCLABLE,30
BIN-107,2026-09-06T07:00:00,6,7,72,11.2,2.3,43,GENERAL,100
BIN-114,2026-09-09T16:00:00,2,16,21,22.1,0.0,8,RECYCLABLE,30
BIN-103,2026-09-09T15:00:00,2,15,31,22.0,0.0,9,RECYCLABLE,38
BIN-119,2026-09-21T08:00:00,0,8,30,15.0,0.0,38,GENERAL,70
BIN-109,2026-09-05T15:00:00,5,15,62,21.0,0.0,10,ORGANIC,75
BIN-119,2026-09-20T02:00:00,6,2,64,7.3,0.0,30,HAZARDOUS,70
BIN-110,2026-09-15T02:00:00,1,2,43,6.6,0.0,23,HAZARDOUS,50
BIN-106,2026-09-20T12:00:00,6,12,60,21.8,0.0,47,ELECTRONIC,100
BIN-106,2026-09-16T05:00:00,2,5,55,10.1,4.0,7,ELECTRONIC,60
BIN-118,2026-09-07T13:00:00,0,13,32,24.4,0.0,45,ORGANIC,100
BIN-125,2026-09-13T03:00:00,6,3,14,8.3,0.0,24,ORGANIC,23
BIN-106,2026-09-06T17:00:00,6,17,10,20.5,3.1,33,RECYCLABLE,36
BIN-124,2026-09-11T04:00:00,4,4,56,9.5,0.0,22,HAZARDOUS,62
BIN-105,2026-09-08T07:00:00,1,7,64,11.2,0.0,32,HAZARDOUS,90
BIN-108,2026-09-16T13:00:00,2,13,65,24.0,0.0,9,HAZARDOUS,77
BIN-104,2026-09-05T02:00:00,5,2,73,8.0,3.0,8,GENERAL,77
BIN-101,2026-09-15T18:00:00,1,18,61,18.4,0.0,10,GENERAL,80
BIN-107,2026-09-10T18:00:00,3,18,71,19.6,0.0,41,ORGANIC,100
BIN-104,2026-09-09T15:00:00,2,15,11,23.1,1.7,29,GENERAL,43
BIN-108,2026-09-05T14:00:00,5,14,58,21.1,3.7,2,ORGANIC,64
BIN-122,2026-09-15T14:00:00,1,14,17,24.2,0.0,15,ORGANIC,47
BIN-114,2026-09-12T06:00:00,5,6,46,11.2,0.9,21,ORGANIC,55
BIN-118,2026-09-09T18:00:00,2,18,34,17.9,0.0,8,HAZARDOUS,45
BIN-111,2026-09-01T14:00:00,1,14,63,21.9,0.0,14,HAZARDOUS,82
BIN-109,2026-09-15T04:00:00,1,4,10,6.3,0.0,24,ELECTRONIC,15
BIN-104,2026-09-16T12:00:00,2,12,26,20.9,1.5,37,ELECTRONIC,76
BIN-121,2026-09-16T04:00:00,2,4,22,7.4,0.0,44,HAZARDOUS,34
BIN-122,2026-09-11T14:00:00,4,14,7,23.4,0.0,22,ORGANIC,49
BIN-113,2026-09-12T05:00:00,5,5,6,8.3,0.0,33,RECYCLABLE,15
BIN-124,2026-09-10T11:00:00,3,11,15,18.9,0.0,40,RECYCLABLE,66
BIN-110,2026-09-05T15:00:00,5,15,31,23.3,0.0,25,RECYCLABLE,51
BIN-115,2026-09-17T02:00:00,3,2,40,6.3,0.0,9,GENERAL,38
BIN-102,2026-09-12T10:00:00,5,10,41,20.0,0.0,42,HAZARDOUS,75
BIN-107,2026-09-12T20:00:00,5,20,36,16.2,0.0,43,ORGANIC,100
BIN-108,2026-09-14T07:00:00,0,7,46,11.7,0.0,34,HAZARDOUS,75
BIN-107,2026-09-02T10:00:00,2,10,21,17.4,0.0,14,RECYCLABLE,33
BIN-107,2026-09-06T08:00:00,6,8,59,15.9,0.0,6,ELECTRONIC,64
BIN-106,2026-09-14T06:00:00,0,6,41,11.3,0.0,20,RECYCLABLE,45
BIN-107,2026-09-07T03:00:00,0,3,51,6.9,2.0,6,HAZARDOUS,51
BIN-125,2026-09-04T15:00:00,4,15,53,22.4,4.1,2,HAZARDOUS,56
BIN-110,2026-09-14T00:00:00,0,0,75,9.0,0.0,10,ELECTRONIC,81
BIN-113,2026-09-13T07:00:00,6,7,14,12.3,0.0,31,ELECTRONIC,39
BIN-107,2026-09-04T15:00:00,4,15,6,24.2,0.0,1,RECYCLABLE,6
BIN-114,2026-09-21T09:00:00,0,9,52,16.6,0.0,48,HAZARDOUS,92
BIN-119,2026-09-02T20:00:00,2,20,20,14.5,0.0,3,HAZARDOUS,24
BIN-109,2026-09-17T18:00:00,3,18,67,19.5,0.0,33,GENERAL,100
BIN-102,2026-09-15T05:00:00,1,5,36,8.3,3.7,28,HAZARDOUS,43
BIN-123,2026-09-15T12:00:00,1,12,63,23.7,1.1,17,RECYCLABLE,84
BIN-119,2026-09-21T15:00:00,0,15,19,23.8,0.0,1,RECYCLABLE,21
BIN-119,2026-09-22T02:00:00,1,2,29,8.5,1.9,34,ORGANIC,41
BIN-123,2026-09-07T18:00:00,0,18,53,19.3,0.0,35,ELECTRONIC,98
BIN-103,2026-09-03T15:00:00,3,15,23,21.8,0.0,23,ELECTRONIC,38
BIN-124,2026-09-09T19:00:00,2,19,26,18.3,0.3,1,GENERAL,27
BIN-121,2026-09-07T11:00:00,0,11,27,20.2,0.0,11,HAZARDOUS,40
BIN-107,2026-09-11T17:00:00,4,17,19,20.5,0.0,33,RECYCLABLE,46
BIN-106,2026-09-18T14:00:00,4,14,57,22.8,0.0,17,RECYCLABLE,80
BIN-104,2026-09-19T20:00:00,5,20,42,13.3,0.3,6,RECYCLABLE,51
BIN-116,2026-09-15T16:00:00,1,16,12,21.0,0.0,1,ORGANIC,13
BIN-122,2026-09-13T18:00:00,6,18,32,19.1,2.7,7,ORGANIC,49
BIN-116,2026-09-11T10:00:00,4,10,59,18.3,0.0,39,GENERAL,100
BIN-111,2026-09-08T01:00:00,1,1,56,6.8,1.6,24,RECYCLABLE,62
BIN-115,2026-09-19T21:00:00,5,21,22,11.0,2.4,47,HAZARDOUS,84
BIN-123,2026-09-17T08:00:00,3,8,62,15.5,0.0,24,RECYCLABLE,80
BIN-107,2026-09-01T09:00:00,1,9,51,18.6,0.0,2,GENERAL,53
BIN-124,2026-09-08T06:00:00,1,6,67,10.6,0.0,15,HAZARDOUS,72
BIN-116,2026-09-15T09:00:00,1,9,54,16.2,0.6,47,ORGANIC,100
BIN-117,2026-09-20T00:00:00,6,0,69,6.2,0.0,46,ELECTRONIC,100
BIN-118,2026-09-19T23:00:00,5,23,62,11.2,0.0,11,HAZARDOUS,72
BIN-118,2026-09-06T11:00:00,6,11,26,21.7,0.0,14,RECYCLABLE,46
BIN-123,2026-09-01T22:00:00,1,22,54,12.1,0.0,21,RECYCLABLE,72
BIN-109,2026-09-15T12:00:00,1,12,20,22.6,0.0,43,HAZARDOUS,75
BIN-123,2026-09-08T10:00:00,1,10,13,19.6,0.0,37,RECYCLABLE,42
BIN-123,2026-09-17T04:00:00,3,4,60,9.3,0.0,42,HAZARDOUS,71
BIN-103,2026-09-08T14:00:00,1,14,19,23.3,1.4,13,ELECTRONIC,37
BIN-113,2026-09-13T15:00:00,6,15,12,23.1,1.7,20,ORGANIC,35
BIN-122,2026-09-21T06:00:00,0,6,33,9.4,3.8,34,RECYCLABLE,44
BIN-111,2026-09-04T10:00:00,4,10,68,19.7,1.3,15,GENERAL,85
BIN-123,2026-09-02T01:00:00,2,1,44,7.3,0.0,21,ELECTRONIC,46
BIN-109,2026-09-19T10:00:00,5,10,32,19.0,0.0,31,ELECTRONIC,54
BIN-111,2026-09-04T14:00:00,4,14,33,23.8,3.9,47,RECYCLABLE,98
BIN-106,2026-09-19T14:00:00,5,14,55,22.2,0.0,47,HAZARDOUS,100
BIN-101,2026-09-13T00:00:00,6,0,59,8.8,0.0,22,HAZARDOUS,76
BIN-125,2026-09-09T16:00:00,2,16,72,22.8,0.0,5,HAZARDOUS,78
BIN-118,2026-09-09T17:00:00,2,17,46,21.7,0.0,9,ORGANIC,56
BIN-102,2026-09-19T11:00:00,5,11,25,21.0,0.0,30,GENERAL,74
BIN-107,2026-09-05T23:00:00,5,23,6,8.8,0.0,48,RECYCLABLE,45
BIN-104,2026-09-15T19:00:00,1,19,59,17.8,0.3,25,RECYCLABLE,90
BIN-102,2026-09-03T20:00:00,3,20,48,15.4,0.0,42,ELECTRONIC,100
BIN-121,2026-09-16T17:00:00,2,17,9,19.1,0.0,16,HAZARDOUS,21
BIN-106,2026-09-15T06:00:00,1,6,16,12.1,0.0,45,HAZARDOUS,29
BIN-121,2026-09-09T11:00:00,2,11,61,20.1,0.4,41,GENERAL,100
BIN-117,2026-09-06T03:00:00,6,3,66,6.4,0.0,38,ORGANIC,80
BIN-119,2026-09-05T04:00:00,5,4,60,7.3,1.5,31,HAZARDOUS,67
BIN-118,2026-09-05T06:00:00,5,6,7,10.6,0.0,45,HAZARDOUS,15
BIN-117,2026-09-11T18:00:00,4,18,73,19.9,0.0,34,ORGANIC,100
BIN-122,2026-09-20T11:00:00,6,11,28,18.7,0.0,12,ORGANIC,53
BIN-111,2026-09-03T22:00:00,3,22,31,11.6,1.2,9,ORGANIC,42
BIN-104,2026-09-12T03:00:00,5,3,74,6.0,0.0,24,GENERAL,81
BIN-122,2026-09-01T08:00:00,1,8,10,16.8,0.0,20,RECYCLABLE,27
